id_emprendedor,fecha_nacimiento,id_genero,id_ciudad,email,id_situacion_laboral,tipo_identificacion,id_nivel_academico,id_usuario,id_ciudad_nacimiento,fecha_registro_perfil,estado_emprendedor,uso_datos,latitud,longitud,pais_natal,estado_civil,carnet_discapacidad,id_estado_civil,id_etnia,parroquia,sector,empresa_labora,empresa_cargo,emprendimiento_nombre,emprendimiento_categoria,emprendimiento_red_social
17212,1957-02-01,2,100,gmail.com,6,C,2,16028,NULL,"2024-01-04 13:34:27",A,SI,-2.1666402,-79.9451135,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17213,1987-02-28,2,106,gmail.com,3,C,7,16029,NULL,"2024-01-04 16:13:42",A,SI,-2.1573166,-79.8217733,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17214,1994-11-13,2,100,hotmail.com,4,C,2,16030,9536,"2024-01-04 22:56:25",A,SI,-2.2724891,-79.8775689,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Gezacake,3,https://www.instagram.com/gezacake?igsh=Y2dnYnNkczh2ands
17215,1986-01-24,2,105,gmail.com,5,C,5,16031,NULL,"2024-01-05 10:43:37",A,SI,-2.0219924,-79.9242784,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17216,1987-04-29,2,100,hotmail.com,5,C,5,16032,NULL,"2024-01-05 11:02:31",A,SI,-2.1853875,-80.0056809,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17217,1986-04-27,2,100,hotmail.com,3,C,3,16033,NULL,"2024-01-05 15:59:26",A,SI,-2.1926401812494,-79.886082133297,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17218,1994-09-04,2,203,gmail.com,4,C,4,16034,NULL,"2024-01-07 16:06:50",A,SI,-0.1350023,-78.4382469,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17219,1994-05-02,1,100,gmail.com,1,C,4,16035,NULL,"2024-01-08 02:49:32",A,SI,-2.2236351,-79.9060578,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17220,1990-07-13,2,100,hotmail.com,5,C,7,16036,9536,"2024-01-08 20:27:45",A,SI,-2.1013457073075,-79.926584886601,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mil Puntadas",7,milllpuntadas
17221,1999-11-03,2,100,gmail.com,4,C,4,16037,NULL,"2024-01-08 21:08:06",A,SI,-2.1766147110632,-79.898523408994,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17222,1971-11-09,2,100,gmail.com,3,C,5,16038,9536,"2024-01-08 21:48:15",A,SI,-2.205319,-80.060013,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17223,1979-03-18,2,100,hotmail.com,3,C,4,16039,NULL,"2024-01-08 22:07:05",A,SI,-2.1199137635791,-79.897057161377,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17224,1983-05-10,1,105,yahoo.com,5,C,2,16040,NULL,"2024-01-09 06:17:13",A,SI,-2.0479789,-79.9184113,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17225,2003-08-11,2,100,outlook.es,4,C,4,16041,NULL,"2024-01-09 12:01:00",A,SI,-2.2295169,-79.9335723,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17226,1990-02-20,2,100,gmail.com,2,C,5,16042,9536,"2024-01-09 22:38:37",A,SI,-2.168974,-79.8397207,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17227,1986-09-12,1,61,hotmail.com,3,C,4,16043,NULL,"2024-01-10 12:23:40",A,SI,-0.9109103,-78.62492,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17228,1995-04-04,2,100,gmail.com,4,P,2,16044,NULL,"2024-01-10 12:49:21",A,SI,-2.2054043,-79.8959972,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17229,1993-07-22,2,100,gmail.com,3,C,2,16045,9536,"2024-01-10 13:31:00",A,SI,-2.1894128,-79.8890662,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17230,1978-07-15,2,100,gmail.com,5,C,4,16046,9536,"2024-01-10 13:59:14",A,SI,-2.2325331,-79.9060182,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Alelucreacionesec ",5,"Instagram "
17231,1989-01-03,2,100,hotmail.com,1,C,4,16047,NULL,"2024-01-10 14:10:11",A,SI,-2.2042359,-79.8879035,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17232,1995-02-02,2,100,hotmail.com,5,C,2,16048,9536,"2024-01-10 14:49:36",A,SI,-2.0916267,-79.9535438,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17233,1970-07-06,2,100,hotmail.com,4,C,7,16049,9536,"2024-01-10 17:19:50",A,SI,-2.1302027,-79.8836225,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17234,1995-02-24,2,106,gmail.com,5,C,4,16050,NULL,"2024-01-10 18:11:45",A,SI,-2.1788921,-79.8122414,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17235,2005-07-10,2,100,gmail.com,5,C,2,16051,NULL,"2024-01-10 18:33:42",A,SI,-2.1035854,-79.9281332,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17236,1970-10-10,2,100,hotmail.com,5,C,4,16052,NULL,"2024-01-10 19:13:11",A,SI,-2.1138988,-79.899003,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17237,1994-04-16,1,100,gmail.com,5,C,2,16053,9536,"2024-01-10 21:36:53",A,SI,-2.2595506,-79.8948994,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17238,1992-07-07,2,100,gmail.com,3,C,4,16054,NULL,"2024-01-11 06:48:07",A,SI,-2.2256931,-79.8896684,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17239,1979-09-12,2,100,hotmail.com,4,C,4,16055,9536,"2024-01-11 09:39:06",A,SI,-2.0826248,-79.9203263,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17240,2001-09-19,2,100,outlook.com,5,C,4,16056,NULL,"2024-01-11 09:46:24",A,SI,-2.1865435,-79.8855725,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17242,1998-04-04,2,100,gmail.com,5,C,4,16058,NULL,"2024-01-12 20:40:47",A,SI,-2.1602533,-79.9080648,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17243,1997-11-24,1,211,gmail.com,1,C,4,16059,NULL,"2024-01-13 11:41:39",A,SI,-1.2543408,-78.6228504,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17244,2004-03-18,2,100,gmail.com,5,C,3,16060,NULL,"2024-01-13 17:21:36",A,SI,-2.1370723100479,-79.886558326588,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17245,1985-11-20,2,100,gmail.com,5,C,4,16061,NULL,"2024-01-14 09:46:52",A,SI,-2.2438513,-79.8956694,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17246,1993-08-08,2,100,gmail.com,4,C,4,16062,NULL,"2024-01-14 21:40:59",A,SI,-2.220396493465,-79.920529925131,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17247,2003-07-22,1,100,gmail.com,1,C,2,16063,NULL,"2024-01-15 08:01:38",A,SI,-2.1456509,-79.9230434,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17248,1995-01-07,2,100,gmail.com,5,C,4,16064,NULL,"2024-01-15 09:42:59",A,SI,-2.1189072,-79.9067117,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17249,1990-10-07,2,100,hotmail.com,5,C,2,16065,9536,"2024-01-15 11:13:40",A,SI,-2.0836204,-79.971201,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Calzados Zavala",7,"Calzados Zavala "
17250,1988-07-03,2,106,gmail.com,5,C,2,16066,NULL,"2024-01-15 13:49:11",A,SI,-2.1586863,-79.7995863,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17251,1969-01-08,1,100,gmail.com,3,C,2,16067,9536,"2024-01-15 14:05:36",A,SI,-2.1941729,-79.9059858,EC,NULL,0,32,NULL,"FEBRES CORDERO","CENTRO SUR",NULL,NULL,NULL,NULL,NULL
17252,1985-07-08,2,100,gmail.com,5,C,7,16068,NULL,"2024-01-15 16:25:45",A,SI,-2.1307403,-79.9498182,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17253,1970-07-29,1,106,gmail.com,2,C,2,16069,NULL,"2024-01-15 17:41:16",A,SI,-2.1527272,-79.8376364,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17254,1992-06-27,2,100,gmail.com,5,C,2,16070,NULL,"2024-01-16 00:49:19",A,SI,-2.0805112,-79.9896,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17255,1993-12-11,2,100,gmail.com,4,C,4,16071,NULL,"2024-01-17 10:59:40",A,SI,-2.0770765,-79.9305709,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17256,2005-06-12,2,100,gmail.com,4,C,2,16072,NULL,"2024-01-17 12:24:07",A,SI,-2.0608751344119,-79.98079085038,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17257,1988-03-28,1,26,gmail.com,3,C,5,16073,NULL,"2024-01-17 14:32:54",A,SI,40.0703925,-2.1374162,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17258,1992-10-08,2,100,gmail.com,5,C,4,16074,NULL,"2024-01-17 16:19:22",A,SI,-2.1393015,-79.8858459,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17260,2003-05-20,2,100,gmail.com,5,C,2,16076,NULL,"2024-01-17 19:34:07",A,SI,-2.2769865,-79.8882739,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17261,2002-05-10,1,100,gmail.com,5,C,2,16077,NULL,"2024-01-17 21:05:47",A,SI,-1.2635284,-78.5660852,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17262,1988-05-16,2,108,gmail.com,3,C,7,16078,140585,"2024-01-17 22:02:54",A,SI,-2.3286265,-79.4115662,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17263,1997-06-06,2,100,gmail.com,5,C,3,16079,NULL,"2024-01-18 11:07:01",A,SI,-2.1868716666667,-79.931821666667,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17264,2001-08-21,2,100,gmail.com,2,C,2,16080,NULL,"2024-01-18 11:40:09",A,SI,-2.122698,-79.890052,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17265,2000-06-19,1,100,gmail.com,5,C,2,16081,NULL,"2024-01-18 12:28:55",A,SI,-2.0844835,-79.9309719,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17266,1976-12-25,1,100,tierranoble.net,3,C,5,16082,NULL,"2024-01-18 17:33:43",A,SI,-2.2067841238496,-80.07096744194,AR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17267,1959-03-11,2,100,gmail.com,3,C,7,16083,NULL,"2024-01-18 18:55:27",A,SI,-2.0820049,-79.9229473,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17268,1986-12-15,2,100,hotmail.com,2,C,2,16084,259586,"2024-01-18 20:19:39",A,SI,-2.1861549,-79.8919956,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17269,1983-05-09,2,100,gmail.com,4,P,2,16085,NULL,"2024-01-18 20:21:27",A,SI,-2.2320454,-79.9365838,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17270,1968-07-14,2,100,hotmail.es,5,C,4,16086,NULL,"2024-01-18 20:22:38",A,SI,-2.220399631716,-79.902634776908,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17271,1983-08-24,2,100,gmail.com,4,C,2,16087,NULL,"2024-01-18 21:12:20",A,SI,-2.0844992,-79.9132712,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17272,1979-04-02,1,100,gmail.com,3,C,4,16088,NULL,"2024-01-18 22:03:06",A,SI,-2.0902364,-79.8962676,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17273,1982-03-30,2,100,gmail.com,4,C,2,16089,NULL,"2024-01-18 23:19:00",A,SI,-2.1048772,-79.9349354,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17274,1982-07-27,2,100,hotmail.com,5,C,4,16090,9536,"2024-01-19 09:46:38",A,SI,-2.1875443493939,-79.880734067273,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17275,1973-03-03,2,105,gmail.com,1,C,4,16091,NULL,"2024-01-19 10:41:51",A,SI,-2.0383247,-79.8955084,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17276,1994-11-18,2,100,hotmail.com,2,C,4,16092,9536,"2024-01-19 11:53:31",A,SI,-2.1910273,-79.9424567,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17277,1977-06-29,1,106,disroot.org,4,C,4,16093,9536,"2024-01-19 12:34:45",A,SI,-0.2143,-78.5017,EC,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17278,1995-05-11,2,100,hotmail.com,4,C,2,16094,9536,"2024-01-19 14:58:55",A,SI,-2.1081081081081,-79.945999487883,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAULETH "bocaditos de dulce".",3,https://www.instagram.com/paulethbocadito?igsh=MXZob3YyYWlmcjRvcQ==
17279,1967-11-17,2,109,hotmail.es,3,C,5,16095,NULL,"2024-01-19 16:22:15",A,SI,-2.1271281,-79.5870748,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17280,1976-09-05,2,100,gmail.com,5,C,3,16096,NULL,"2024-01-20 08:54:02",A,SI,-2.2220691,-79.9178709,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17281,2004-04-04,2,100,gmail.com,4,C,2,16097,NULL,"2024-01-20 14:14:53",A,SI,-2.0550430739125,-79.993545787169,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17282,1966-05-28,2,100,hotmail.com,4,C,7,16098,NULL,"2024-01-20 14:41:43",A,SI,-2.0566962,-79.9921803,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17283,1993-05-06,2,105,hotmail.com,4,C,3,16099,9536,"2024-01-21 14:34:58",A,SI,-2.0268735,-79.9096753,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Velumbra,10,https://www.instagram.com/vel.umbraec?igsh=MWc3aHhra3IwOWk3Ng==
17284,1994-06-01,1,100,gmail.com,1,C,4,16100,NULL,"2024-01-22 02:02:04",A,SI,-2.2623642212404,-79.876281872925,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17285,2003-12-18,1,100,gmail.com,2,C,4,16101,NULL,"2024-01-22 09:25:47",A,SI,-2.1894335,-79.9412186,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17286,1990-01-01,2,100,hotmail.com,1,C,3,16102,NULL,"2024-01-22 20:15:43",A,SI,-2.2533523,-79.8842826,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17287,1980-02-01,1,101,gmail.com,3,C,7,16103,NULL,"2024-01-23 12:19:45",A,SI,-2.1688121188479,-79.839743571973,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17288,1983-10-30,1,100,gmail.com,5,C,1,16104,NULL,"2024-01-23 15:32:32",A,SI,-3.1,-79.1,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17289,1982-02-01,2,100,hotmail.com,5,C,2,16105,NULL,"2024-01-23 18:53:32",A,SI,-2.195,-79.9,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17290,1990-09-29,1,100,hotmail.es,5,C,4,16106,NULL,"2024-01-23 18:56:24",A,SI,-2.2205964156183,-79.902634920244,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17291,1982-03-25,1,100,gmail.com,1,C,4,16107,9536,"2024-01-23 19:14:50",A,SI,-2.2531747,-79.891642,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Publinexpro,5,@publinexpro
17292,2003-06-12,2,100,outlook.es,5,C,3,16108,NULL,"2024-01-23 19:23:54",A,SI,-2.2271807,-79.911645,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17293,2002-10-23,2,100,gmail.com,4,C,4,16109,9536,"2024-01-23 19:27:50",A,SI,-2.1290031,-79.9598236,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17294,1989-08-13,2,151,gmail.com,5,C,4,16110,NULL,"2024-01-23 19:34:31",A,SI,-1.0336635,-79.4506989,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17295,1984-01-11,2,100,hotmail.com,3,C,7,16111,NULL,"2024-01-23 20:11:45",A,SI,-2.1903314,-79.9073723,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17296,2002-04-26,2,100,gmail.com,5,C,4,16112,NULL,"2024-01-23 21:31:52",A,SI,-2.2655595121279,-79.878594115117,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17297,1992-10-16,2,100,hotmail.com,4,C,4,16113,NULL,"2024-01-23 22:30:45",A,SI,-2.2046569,-79.8931373,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17298,1976-12-15,2,100,yahoo.com,4,C,4,16114,NULL,"2024-01-23 22:41:53",A,SI,-2.1423674,-79.9266315,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17299,1991-01-27,1,100,hotmail.com,5,C,4,16115,102538,"2024-01-23 22:45:56",A,SI,-2.1894128,-79.8890662,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17300,1989-09-15,1,100,hotmail.com,3,C,4,16116,9536,"2024-01-24 00:43:17",A,SI,-2.1964404,-79.9056166,EC,NULL,NULL,NULL,NULL,NULL,NULL,"Henko RG",Administrador,NULL,NULL,NULL
17301,1997-03-25,1,100,gmail.com,3,C,4,16117,NULL,"2024-01-24 00:45:38",A,SI,-2.1174582,-79.8916358,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17302,1992-06-26,2,100,gmail.com,4,C,3,16118,9536,"2024-01-24 01:41:20",A,SI,-2.1642602,-79.9209447,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17303,1997-01-20,2,100,outlook.es,5,C,4,16119,NULL,"2024-01-24 08:02:28",A,SI,-2.094471,-79.9189437,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17304,2005-07-07,2,100,gmail.com,4,C,4,16121,NULL,"2024-01-24 09:42:11",A,SI,-12.1550691,-76.9822496,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17305,2004-12-24,2,100,gmail.com,4,C,4,16122,NULL,"2024-01-24 10:02:26",A,SI,-2.1284925,-79.9064859,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17306,2000-08-12,2,100,gmail.com,5,C,3,16123,223187,"2024-01-24 12:03:21",A,SI,-2.2028076,-79.926573,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17307,1967-09-07,2,100,gmail.com,3,C,4,16125,NULL,"2024-01-24 12:47:22",A,SI,-2.1800207,-79.9030625,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17308,1964-09-05,2,100,gmail.com,6,C,4,16126,NULL,"2024-01-24 12:49:27",A,SI,-2.1800278,-79.9030554,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17309,2001-08-27,2,100,gmail.com,2,C,2,16127,9536,"2024-01-24 13:33:52",A,SI,-2.2465138,-79.881658,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17310,1991-08-14,2,100,hotmail.com,4,C,5,16128,NULL,"2024-01-24 14:17:25",A,SI,-2.1879421625094,-79.8959776,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17311,1997-01-06,2,100,gmail.com,2,C,5,16129,9536,"2024-01-24 14:17:27",A,SI,-2.0996746656915,-79.902499539612,EC,NULL,NULL,NULL,NULL,NULL,NULL,"Vitalify ","Cofundadora ",NULL,NULL,NULL
17312,1981-06-09,2,100,hotmail.com,3,C,7,16130,103968,"2024-01-24 14:25:01",A,SI,-2.1540264,-79.889279,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17313,1980-06-21,2,100,hotmail.com,4,C,1,16131,NULL,"2024-01-24 14:52:24",A,SI,-2.2233367,-79.9235165,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17315,1972-03-25,2,100,hotmail.es,3,C,7,16133,9536,"2024-01-24 15:53:16",A,SI,-2.1894128,-79.8890662,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17316,2003-06-15,2,100,gmail.com,5,C,3,16134,NULL,"2024-01-24 15:58:54",A,SI,-2.2197406,-79.943547,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17317,1991-04-04,2,100,gmail.com,5,C,2,16135,NULL,"2024-01-24 16:32:53",A,SI,-2.2289973,-79.9107418,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17318,1969-12-13,2,100,outlook.com,3,C,2,16136,NULL,"2024-01-24 16:37:22",A,SI,-2.1940451,-79.8843295,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
