id_registro_actividad,id_persona,tipo,fecha,hora_inicio,estado_asistencia_actividad,tema,id_evento,hora_fin,id_motivo_cancelar,id_tipo_asistencia,id_usuario_can,fecha_inscripcion_actividad,fecha_cancelacion,id_usuario_registro,id_registro_formulario
34999,17222,EVENTO,2025-09-04,10:00,AS,"CHARLAS SOBRE USO  VALIDEZ Y PROTECCIÓN DE TU FIRMA ELECTRÓNICA (PRESENCIAL)",638,12:00,NULL,1,NULL,"2025-09-03 11:25:06",NULL,20517,14507
3654,17225,EVENTO,2024-04-16,09:00,AS,"REVISION DE PRODUCTO II - ABRIL 2024",91,16:00,NULL,1,NULL,"2024-04-13 08:14:58",NULL,3486,NULL
34676,17226,TALLER,2025-09-03,14:00,AG,"MEDIOS DE PAGO DIGITALES: TALLER PRACTICO ACERCA DE LAS APLICACIONES PEIGO Y DEUNA",648,16:00,NULL,1,NULL,"2025-08-28 23:08:42",NULL,20517,14347
3848,17229,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL SRI",93,16:00,NULL,1,NULL,"2024-04-20 03:20:50",NULL,15369,NULL
7500,17229,TALLER,2024-07-08,10:00,AG,"Curso de capacitación para pilones de Drones",273,12:00,NULL,1,NULL,"2024-07-04 09:02:56",NULL,3486,NULL
357,17230,TALLER,2024-02-17,09:00,AG,"ADN Emprendedor",51,11:00,NULL,1,NULL,"2024-01-30 04:38:37",NULL,16046,NULL
359,17230,TALLER,2024-02-17,11:00,AG,"Descubriendo el propósito de tener un emprendimiento",52,13:00,NULL,1,NULL,"2024-01-30 04:40:11",NULL,16046,NULL
362,17230,TALLER,2024-02-24,09:00,AG,"Análisis de potencial de negocio",53,11:00,NULL,1,NULL,"2024-01-30 04:41:03",NULL,16046,NULL
363,17230,TALLER,2024-02-24,11:00,AG,"Categorización de Servicios y Productos",54,13:00,NULL,1,NULL,"2024-01-30 04:41:16",NULL,16046,NULL
364,17230,TALLER,2024-03-02,09:00,AG,"Introducción a modelo de negocios",55,11:00,NULL,1,NULL,"2024-01-30 04:41:52",NULL,16046,NULL
365,17230,TALLER,2024-03-02,11:00,AG,"Comunicación Asertiva",56,13:00,NULL,1,NULL,"2024-01-30 04:42:02",NULL,16046,NULL
366,17230,TALLER,2024-03-09,09:00,AG,"Introducción a los canales de ventas",57,11:00,NULL,1,NULL,"2024-01-30 04:42:23",NULL,16046,NULL
367,17230,TALLER,2024-03-09,11:00,AG,"Definiendo el Modelo de Negocio",58,13:00,NULL,1,NULL,"2024-01-30 04:42:33",NULL,16046,NULL
368,17230,TALLER,2024-03-16,09:00,AG,"Creación de Propuesta de Valor",59,11:00,NULL,1,NULL,"2024-01-30 04:42:51",NULL,16046,NULL
1382,17230,TALLER,2024-03-16,11:00,AG,"Definición de Cliente",60,13:00,NULL,1,NULL,"2024-02-09 12:14:52",NULL,16046,NULL
2187,17230,TALLER,2024-03-23,09:00,AG,"Validación de cliente y propuesta de valor",61,11:00,NULL,1,NULL,"2024-03-08 17:47:40",NULL,16046,NULL
2188,17230,TALLER,2024-03-23,11:00,AG,"Estrategias de modelo de negocios",62,13:00,NULL,1,NULL,"2024-03-08 17:47:59",NULL,16046,NULL
2189,17230,TALLER,2024-03-30,09:00,AG,"Estrategia para escoger tu canal de venta",63,11:00,NULL,1,NULL,"2024-03-08 17:48:10",NULL,16046,NULL
2190,17230,TALLER,2024-03-30,11:00,AG,"Herramientas digitales ¿Cuál es la mejor para mí?",64,13:00,NULL,1,NULL,"2024-03-08 17:48:24",NULL,16046,NULL
2191,17230,TALLER,2024-04-06,09:00,AG,"Iteración de Modelos de Negocio",65,11:00,NULL,1,NULL,"2024-03-08 17:48:49",NULL,16046,NULL
2192,17230,TALLER,2024-04-06,11:00,AG,"Estructura Legal para Emprendimientos",66,13:00,NULL,1,NULL,"2024-03-08 17:49:01",NULL,16046,NULL
2193,17230,TALLER,2024-04-13,09:00,AG,"Riesgos en los Negocios",67,11:00,NULL,1,NULL,"2024-03-08 17:49:17",NULL,16046,NULL
2450,17230,TALLER,2024-03-29,10:00,AG,Prueba,76,12:00,NULL,1,NULL,"2024-03-20 01:47:02",NULL,16046,NULL
2620,17230,TALLER,2024-04-03,15:00,CA,"EMPRESAPIENS CREATIVO",77,17:00,5,1,16046,"2024-03-29 08:52:10","2024-04-01 15:36:23",16046,NULL
6456,17230,"ASESORIA FINANZAS",2024-06-01,16:00,AS,"ASESORÍA  DE FINANZAS GRUPALES 4 - FLUJO DE EFECTIVO ",241,18:00,NULL,2,NULL,"2024-05-29 10:35:41",NULL,16046,NULL
6457,17230,"ASESORIA DISEÑO",2024-05-30,09:00,AS,"ASESORÍA  DE DISEÑO DE MARCAS GRUPALES 2 - LINEA GRÁFICA",222,11:00,NULL,2,NULL,"2024-05-29 10:37:29",NULL,16046,NULL
6458,17230,"ASESORIA DISEÑO",2024-06-01,09:00,AS,"ASESORÍA DE DISEÑO DE MARCAS GRUPALES 3 - CANALES DE COMUNICACIÓN",226,11:00,NULL,2,NULL,"2024-05-29 10:37:47",NULL,16046,NULL
6535,17230,"ASESORIA FINANZAS",2024-06-04,17:00,AS,"ASESORÍA  DE FINANZAS GRUPALES 3: PUNTO EQUILIBRIO ",242,19:00,NULL,2,NULL,"2024-06-03 12:19:20",NULL,16046,NULL
7188,17230,"ASESORIA DISEÑO",2024-07-05,09:30,AS,"ASESORÍA  DE DISEÑO DE MARCAS GRUPALES 1 - MOODBOARD",270,11:00,NULL,2,NULL,"2024-06-28 08:29:37",NULL,16046,NULL
7189,17230,"ASESORIA FINANZAS",2024-07-12,14:00,AS,"ASESORÍA  DE FINANZAS GRUPALES 2 - ESTADO DE RESULTADO",263,16:00,NULL,1,NULL,"2024-06-28 08:30:37",NULL,16046,NULL
7190,17230,"ASESORIA FINANZAS",2024-07-05,14:00,CA,"ASESORÍA  DE FINANZAS  GRUPALES 1 - COSTEO UNITARIO ",260,16:00,3,1,16046,"2024-06-28 08:30:50","2024-07-04 20:09:05",16046,NULL
7663,17230,"ASESORIA FINANZAS",2024-07-05,14:00,AS,"ASESORÍA  DE FINANZAS  GRUPALES 1 - COSTEO UNITARIO ",260,16:00,NULL,1,NULL,"2024-07-05 06:10:06",NULL,16046,NULL
12183,17230,"FERIAS CE",2024-11-27,16:20,AG,"FERIA ENCENDIDO DEL ARBOL PLAZA GUAYARTE",420,17:00,NULL,1,NULL,"2024-11-28 15:34:12",NULL,3486,NULL
12397,17230,"FERIAS CE",2024-11-29,09:00,AG,"FERIA EN PUERTO SANTA ANA – POSTRE NAVIDEÑO ",422,12:00,NULL,1,NULL,"2024-11-30 16:11:55",NULL,3486,NULL
3507,17232,TALLER,2024-04-15,14:00,AG,"Taller Práctico: El Arte de las Microexpresiones en la Dirección Cinematográfica",82,17:30,NULL,1,NULL,"2024-04-11 12:16:28",NULL,3486,NULL
39659,17232,CAPACITACION,2025-10-23,19:30,AS,"ANÁLISIS DE DATOS CON POWER BI (VIRTUAL)",721,21:00,NULL,2,NULL,"2025-10-20 15:02:39",NULL,20517,18562
39660,17232,CAPACITACION,2025-10-21,18:00,AS,"EXPANDE TU NEGOCIO: DEL LOCAL A LO DIGITAL (VIRTUAL)",682,19:30,NULL,2,NULL,"2025-10-20 15:03:32",NULL,20517,18563
307,17233,TALLER,2024-02-05,09:30,AG,"ADN Emprendedor",1,11:30,NULL,1,NULL,"2024-01-29 10:58:44",NULL,16049,NULL
309,17233,TALLER,2024-02-06,09:30,AG,"Descubriendo el propósito de tener un emprendimiento",2,11:30,NULL,1,NULL,"2024-01-29 11:08:27",NULL,16049,NULL
310,17233,TALLER,2024-02-07,09:30,AG,"Análisis de potencial de negocio",3,11:30,NULL,1,NULL,"2024-01-29 11:09:22",NULL,16049,NULL
311,17233,TALLER,2024-02-08,09:30,AG,"Categorización de Servicios y Productos",4,11:30,NULL,1,NULL,"2024-01-29 11:10:03",NULL,16049,NULL
312,17233,TALLER,2024-02-09,09:30,AG,"Introducción a modelo de negocios",5,11:30,NULL,2,NULL,"2024-01-29 11:10:38",NULL,16049,NULL
4350,17233,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL SRI",93,16:00,NULL,1,NULL,"2024-04-24 10:17:56",NULL,15369,NULL
4351,17233,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL MPCEIP",94,16:00,NULL,1,NULL,"2024-04-24 10:17:57",NULL,15369,NULL
4352,17233,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL ARCSA",95,16:00,NULL,1,NULL,"2024-04-24 10:17:58",NULL,15369,NULL
4353,17233,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL SENADI",96,16:00,NULL,1,NULL,"2024-04-24 10:18:00",NULL,15369,NULL
4354,17233,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL IESS",97,16:00,NULL,1,NULL,"2024-04-24 10:18:01",NULL,15369,NULL
4355,17233,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DE PAYPHONE",98,16:00,NULL,1,NULL,"2024-04-24 10:18:02",NULL,15369,NULL
4356,17233,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DE EPICO",99,16:00,NULL,1,NULL,"2024-04-24 10:18:03",NULL,15369,NULL
5056,17233,"ASESORIA DISEÑO",2024-05-08,14:00,CA,"ASESORÍA DE DISEÑO DE MARCAS GRUPALES 3 - CANALES DE COMUNICACIÓN",164,16:00,5,2,16049,"2024-05-07 12:28:48","2024-05-20 10:35:05",16049,NULL
5390,17233,EVENTO,2024-05-10,10:00,AG,"REVISIÓN DE PRODUCTO DÍA DE LAS MADRES - SPEED MENTORING	",151,15:00,NULL,1,NULL,"2024-05-09 17:12:00",NULL,3486,NULL
5598,17233,"ASESORIA DISEÑO",2024-05-16,09:00,AS,"ASESORÍA  DE DISEÑO DE MARCAS GRUPALES 2 - LINEA GRÁFICA",183,11:00,NULL,2,NULL,"2024-05-13 08:34:35",NULL,16049,NULL
5690,17233,EVENTO,2024-05-16,11:30,AG,"Herramientas de IA para emprendedores",152,13:30,NULL,1,NULL,"2024-05-13 18:03:38",NULL,3486,NULL
6163,17233,"ASESORIA DISEÑO",2024-05-23,09:00,AS,"ASESORÍA DE DISEÑO DE MARCAS GRUPALES 3 - CANALES DE COMUNICACIÓN",215,11:00,NULL,2,NULL,"2024-05-22 06:48:42",NULL,16049,NULL
12083,17233,EVENTO,2024-11-25,09:00,AG,"EMPRESAPIENS DE FOTOGRAFÍA  EDICIÓN DE FOTOS Y VIDEOS",411,11:00,NULL,1,NULL,"2024-11-25 09:58:04",NULL,3486,NULL
16593,17233,TALLER,2025-03-06,10:00,AG,"TALLER MENTE CLARA Y NEGOCIOS BRILLANTES",475,12:00,NULL,1,NULL,"2025-03-02 13:26:09",NULL,3486,NULL
16636,17233,CHARLA,2025-03-07,10:00,AG,"CHARLA TU POTENCIAL SIN LIMITES",476,12:30,NULL,1,NULL,"2025-03-05 12:35:23",NULL,3486,NULL
19147,17233,TALLER,2025-04-04,10:00,AG,"INTELIGENCIA ARTIFICIAL APLICADA AL MARKETING PARA EMPRENDEDORES. ",508,12:00,NULL,1,NULL,"2025-04-02 09:58:04",NULL,3486,NULL
33547,17233,TALLER,2025-08-13,13:00,AG,"COMPOSICION DE BASICA DE FOTOGRAFIA PARA PRODUCTOS",634,15:00,NULL,1,NULL,"2025-08-12 17:26:57",NULL,20517,13358
36587,17233,EVENTO,2025-09-19,19:30,AS,"DOMINANDO LA ENTREVISTA PERFECTA: ESTRATEGIAS PARA DESTACAR EN PROCESOS DE SELECCIÓN (VIRTUAL)",640,21:00,NULL,2,NULL,"2025-09-16 10:37:01",NULL,20517,16065
43482,17233,TALLER,2026-01-15,14:00,AG,"VENDE MÁS CON TU CELULAR: APRENDE A USAR HERRAMIENTAS INTELIGENTES PARA TU NEGOCIO",963,15:30,NULL,1,NULL,"2026-01-06 16:09:26",NULL,20517,20376
43714,17233,CHARLA,2026-01-22,19:00,AG,"TRABAJAR SIN FRONTERAS: CLAVES PARA ACCEDER A OPORTUNIDADES DE TRABAJO REMOTO E INTERNACIONAL",968,20:00,NULL,2,NULL,"2026-01-10 11:55:46",NULL,22143,20717
45491,17233,TALLER,2026-02-24,13:00,AG,"EPICO AL BARRIO CAPACITACION JOVENES DIGITALES",1000,15:00,NULL,1,NULL,"2026-02-23 14:16:45",NULL,20517,23356
47410,17233,EVENTO,2026-03-19,14:00,AG,"ELLA VENDE ONLINE: MULTIPLÍCATE CON AGENTES DE IA",1015,16:00,NULL,2,NULL,"2026-03-19 11:14:33",NULL,20517,25026
17,17234,TALLER,2024-02-17,09:00,AG,"ADN Emprendedor",51,11:00,NULL,1,NULL,"2024-01-27 10:41:25",NULL,16050,NULL
6895,17237,EVENTO,2024-06-19,11:00,AG,"Fotografía de Productos con tu Celular: Captura Imágenes Profesionales Grupo A",245,12:30,NULL,1,NULL,"2024-06-18 10:39:56",NULL,3486,NULL
10819,17237,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-23 14:12:37",NULL,3486,NULL
545,17239,TALLER,2024-02-05,14:30,AG,"ADN Emprendedor",26,16:30,NULL,1,NULL,"2024-01-31 11:24:03",NULL,16055,NULL
2775,17239,CHARLA,2024-04-05,17:00,AG,"Charla "Inteligencia Artificial"- GRUPO 1",87,18:00,NULL,1,NULL,"2024-04-02 15:40:34",NULL,3486,NULL
4409,17239,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL SRI",93,16:00,NULL,1,NULL,"2024-04-24 14:23:04",NULL,15369,NULL
4410,17239,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL MPCEIP",94,16:00,NULL,1,NULL,"2024-04-24 14:23:05",NULL,15369,NULL
4411,17239,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL ARCSA",95,16:00,NULL,1,NULL,"2024-04-24 14:23:07",NULL,15369,NULL
4412,17239,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL SENADI",96,16:00,NULL,1,NULL,"2024-04-24 14:23:08",NULL,15369,NULL
4413,17239,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DEL IESS",97,16:00,NULL,1,NULL,"2024-04-24 14:23:09",NULL,15369,NULL
4414,17239,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DE PAYPHONE",98,16:00,NULL,1,NULL,"2024-04-24 14:23:10",NULL,15369,NULL
4415,17239,EVENTO,2024-04-25,10:00,AG,"ASESORÍA PERSONALIZADA EN SERVICIOS DE EPICO",99,16:00,NULL,1,NULL,"2024-04-24 14:23:11",NULL,15369,NULL
6256,17239,"ASESORIA DISEÑO",2024-05-29,14:00,AS,"ASESORÍA  DE DISEÑO DE MARCAS GRUPALES 2 - LINEA GRÁFICA",221,16:00,NULL,2,NULL,"2024-05-27 08:29:48",NULL,16055,NULL
6257,17239,"ASESORIA DISEÑO",2024-06-01,11:00,NA,"ASESORÍA DE DISEÑO DE MARCAS GRUPALES 3 - CANALES DE COMUNICACIÓN",227,13:00,NULL,2,NULL,"2024-05-27 08:30:53",NULL,16055,NULL
6258,17239,"ASESORIA DISEÑO",2024-05-27,14:00,NA,"ASESORÍA  DE DISEÑO DE MARCAS GRUPALES 1 - MOODBOARD",218,16:00,NULL,2,NULL,"2024-05-27 08:31:37",NULL,16055,NULL
6529,17239,"ASESORIA FINANZAS",2024-06-04,17:00,NA,"ASESORÍA  DE FINANZAS GRUPALES 3: PUNTO EQUILIBRIO ",242,19:00,NULL,2,NULL,"2024-06-03 11:43:37",NULL,16055,NULL
13481,17239,EVENTO,2025-01-13,14:00,AG,"EMPRESAPIENS MARKETING DIGITAL",428,16:00,NULL,1,NULL,"2025-01-07 10:46:52",NULL,3486,NULL
45203,17239,TALLER,2026-02-23,10:00,AG,"ORDEN QUE VENDE: ALMACENAMIENTO INTELIGENTE PARA EMPRENDEDORES",994,10:45,NULL,1,NULL,"2026-02-20 15:51:46",NULL,20517,22109
866,17245,TALLER,2024-02-17,09:00,AG,"ADN Emprendedor",51,11:00,NULL,1,NULL,"2024-02-04 08:52:54",NULL,16061,NULL
867,17245,TALLER,2024-02-17,11:00,AG,"Descubriendo el propósito de tener un emprendimiento",52,13:00,NULL,1,NULL,"2024-02-04 08:53:15",NULL,16061,NULL
1418,17245,TALLER,2024-02-24,09:00,AG,"Análisis de potencial de negocio",53,11:00,NULL,1,NULL,"2024-02-12 10:56:22",NULL,16061,NULL
1419,17245,TALLER,2024-02-24,11:00,AG,"Categorización de Servicios y Productos",54,13:00,NULL,1,NULL,"2024-02-12 10:56:41",NULL,16061,NULL
1420,17245,TALLER,2024-03-02,09:00,AG,"Introducción a modelo de negocios",55,11:00,NULL,1,NULL,"2024-02-12 10:56:54",NULL,16061,NULL
1421,17245,TALLER,2024-03-02,11:00,AG,"Comunicación Asertiva",56,13:00,NULL,1,NULL,"2024-02-12 10:57:07",NULL,16061,NULL
1422,17245,TALLER,2024-03-09,09:00,AG,"Introducción a los canales de ventas",57,11:00,NULL,1,NULL,"2024-02-12 10:57:20",NULL,16061,NULL
